direction,records,records_loosened,records_tightened,published_name,gbif_species,old_taxon_id,old_taicol_id,old_scientific_name,old_common_name_zh,new_taxon_id,new_taicol_id,new_scientific_name,new_common_name_zh,precision_before,precision_after,resolved_via,note
tightens,119,0,119,Sibynophis chinensis chinensis,Sibynophis chinensis,102407,t0102407,Sibynophis chinensis chinensis,黑頭蛇,102407,t0102407,Sibynophis chinensis chinensis,黑頭蛇,exact 119,coarse_10km 119,published,newly blurred; safe
tightens,117,0,117,Calamaria pavimentata pavimentata,Calamaria pavimentata,102404,t0102404,Calamaria pavimentata pavimentata,鐵線蛇,102404,t0102404,Calamaria pavimentata pavimentata,鐵線蛇,exact 117,coarse_10km 117,published,newly blurred; safe
tightens,46,0,46,Hipposideros armiger terasensis,Hipposideros armiger,85749,t0085749,Hipposideros armiger terasensis,臺灣葉鼻蝠,85749,t0085749,Hipposideros armiger terasensis,臺灣葉鼻蝠,exact 46,coarse_50km 46,published,newly blurred; safe
tightens,40,0,40,Sinonatrix percarinata suriki,Trimerodytes percarinatus,86249,t0086249,Trimerodytes percarinatus suriki,白腹游蛇,86249,t0086249,Trimerodytes percarinatus suriki,白腹游蛇,exact 40,coarse_10km 40,crosswalk,newly blurred; safe
tightens,14,0,14,Canis lupus familiaris,Canis lupus,85383,t0085383,Canis familiaris,犬,85383,t0085383,Canis familiaris,犬,exact 14,coarse_10km 14,crosswalk,newly blurred; safe
tightens,8,0,8,Nyctalus plancyi velutinus,Nyctalus plancyi,85987,t0085987,Nyctalus plancyi velutinus,絨山蝠,85987,t0085987,Nyctalus plancyi velutinus,絨山蝠,exact 8,coarse_10km 8,published,newly blurred; safe
tightens,5,0,5,Coelops frithii formosanus,Coelops frithii,85472,t0085472,Coelops frithii formosanus,臺灣無尾葉鼻蝠,85472,t0085472,Coelops frithii formosanus,臺灣無尾葉鼻蝠,coarse_10km 5,coarse_50km 5,published,newly blurred; safe
tightens,1,0,1,Garrulus glandarius taivanus,Garrulus glandarius,29283,t0029283,Garrulus glandarius taivanus,松鴉,29283,t0029283,Garrulus glandarius taivanus,松鴉,exact 1,coarse_10km 1,published,newly blurred; safe
unchanged,2004,0,0,Cyclophiops major,Ptyas major,30820,t0030820,Cyclophiops major,青蛇,30820,t0030820,Cyclophiops major,青蛇,exact 2004,exact 2004,published,
unchanged,1435,0,0,Passer montanus saturatus,Passer montanus,31653,t0031653,Passer montanus saturatus,麻雀,31653,t0031653,Passer montanus saturatus,麻雀,exact 1435,exact 1435,published,
unchanged,1250,0,0,Streptopelia tranquebarica humilis,Streptopelia tranquebarica,86301,t0086301,Streptopelia tranquebarica humilis,紅鳩,86301,t0086301,Streptopelia tranquebarica humilis,紅鳩,exact 1250,exact 1250,published,
unchanged,1053,0,0,Lycodon rufozonatus rufozonatus,Lycodon rufozonatus,102405,t0102405,Lycodon rufozonatus rufozonatus,紅斑蛇,102405,t0102405,Lycodon rufozonatus rufozonatus,紅斑蛇,exact 1053,exact 1053,published,
unchanged,891,0,0,Trimeresurus stejnegeri stejnegeri,Trimeresurus stejnegeri,102408,t0102408,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲,102408,t0102408,Trimeresurus stejnegeri stejnegeri,赤尾青竹絲,exact 891,exact 891,published,
unchanged,747,0,0,Melogale moschata subaurantiaca,Melogale moschata,27888,t0027888,Melogale subaurantiaca,鼬貛,27888,t0027888,Melogale subaurantiaca,鼬貛,exact 747,exact 747,crosswalk,
unchanged,549,0,0,Lycodon ruhstrati ruhstrati,Lycodon ruhstrati,102406,t0102406,Lycodon ruhstrati ruhstrati,白梅花蛇,102406,t0102406,Lycodon ruhstrati ruhstrati,白梅花蛇,exact 549,exact 549,published,
unchanged,499,0,0,Pycnonotus sinensis formosae,Pycnonotus sinensis,86192,t0086192,Pycnonotus sinensis formosae,白頭翁,86192,t0086192,Pycnonotus sinensis formosae,白頭翁,exact 499,exact 499,published,
unchanged,481,0,0,Hylarana guentheri,Sylvirana guentheri,33142,t0033142,Hylarana guentheri,貢德氏赤蛙,33142,t0033142,Hylarana guentheri,貢德氏赤蛙,exact 481,exact 481,published,
unchanged,445,0,0,Xenochrophis piscator,Xenochrophis piscator,48853,t0048853,Fowlea flavipunctatus,草花蛇,48853,t0048853,Fowlea flavipunctatus,草花蛇,coarse_10km 445,coarse_10km 445,crosswalk,
unchanged,395,0,0,Callosciurus erythraeus thaiwanensis,Callosciurus erythraeus,85369,t0085369,Callosciurus erythraeus thaiwanensis,赤腹松鼠,85369,t0085369,Callosciurus erythraeus thaiwanensis,赤腹松鼠,exact 395,exact 395,published,
unchanged,326,0,0,Streptopelia chinensis chinensis,Spilopelia chinensis,102334,t0102334,Spilopelia chinensis chinensis,珠頸斑鳩,102334,t0102334,Spilopelia chinensis chinensis,珠頸斑鳩,exact 326,exact 326,crosswalk,
unchanged,317,0,0,Gallinula chloropus chloropus,Gallinula chloropus,29265,t0029265,Gallinula chloropus chloropus,紅冠水雞,29265,t0029265,Gallinula chloropus chloropus,紅冠水雞,exact 317,exact 317,published,
unchanged,310,0,0,Oreocryptophis porphyraceus kawakamii,Oreocryptophis porphyraceus,86017,t0086017,Oreocryptophis porphyraceus kawakamii,紅竹蛇,86017,t0086017,Oreocryptophis porphyraceus kawakamii,紅竹蛇,exact 310,exact 310,published,
unchanged,257,0,0,Nycticorax nycticorax nycticorax,Nycticorax nycticorax,85989,t0085989,Nycticorax nycticorax nycticorax,夜鷺,85989,t0085989,Nycticorax nycticorax nycticorax,夜鷺,exact 257,exact 257,published,
unchanged,240,0,0,Amaurornis phoenicurus chinensis,Amaurornis phoenicurus,85213,t0085213,Amaurornis phoenicurus chinensis,白腹秧雞,85213,t0085213,Amaurornis phoenicurus chinensis,白腹秧雞,exact 240,exact 240,published,
unchanged,236,0,0,Caprimulgus affinis stictomus,Caprimulgus affinis,85386,t0085386,Caprimulgus affinis stictomus,南亞夜鷹,85386,t0085386,Caprimulgus affinis stictomus,南亞夜鷹,exact 236,exact 236,published,
unchanged,228,0,0,Paguma larvata taivana,Paguma larvata,86045,t0086045,Paguma larvata larvata,白鼻心,86045,t0086045,Paguma larvata larvata,白鼻心,exact 228,exact 228,crosswalk,
unchanged,223,0,0,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,29740,t0029740,Hoplobatrachus chinensis,虎皮蛙,29740,t0029740,Hoplobatrachus chinensis,虎皮蛙,exact 223,exact 223,crosswalk,
unchanged,169,0,0,Turnix suscitator rostratus,Turnix suscitator,28406,t0028406,Turnix suscitator rostratus,棕三趾鶉,28406,t0028406,Turnix suscitator rostratus,棕三趾鶉,exact 169,exact 169,published,
unchanged,162,0,0,Sinomicrurus macclellandi swinhoei,Sinomicrurus macclellandi,32872,t0032872,Sinomicrurus swinhoei,斯文豪氏華珊瑚蛇,32872,t0032872,Sinomicrurus swinhoei,斯文豪氏華珊瑚蛇,coarse_10km 162,coarse_10km 162,crosswalk,
unchanged,143,0,0,Plestiodon chinensis formosensis,Plestiodon chinensis,102062,t0102062,Plestiodon chinensis formosensis,中國石龍子臺灣亞種,102062,t0102062,Plestiodon chinensis formosensis,中國石龍子臺灣亞種,exact 143,exact 143,published,
unchanged,142,0,0,Hirundo rustica gutturalis,Hirundo rustica,85752,t0085752,Hirundo rustica gutturalis,家燕,85752,t0085752,Hirundo rustica gutturalis,家燕,exact 142,exact 142,published,
unchanged,116,0,0,Lonchura punctulata topela,Lonchura punctulata,27555,t0027555,Lonchura punctulata topela,斑文鳥,27555,t0027555,Lonchura punctulata topela,斑文鳥,exact 116,exact 116,published,
unchanged,99,0,0,Discoplax hirtipes,Tuerkayana hirtipes,61812,t0061812,Discoplax hirtipes,毛足圓盤蟹,61812,t0061812,Discoplax hirtipes,毛足圓盤蟹,exact 99,exact 99,published,
unchanged,97,0,0,Lanius cristatus cristatus,Lanius cristatus,85799,t0085799,Lanius cristatus cristatus,紅尾伯勞,85799,t0085799,Lanius cristatus cristatus,紅尾伯勞,coarse_10km 97,coarse_10km 97,published,
unchanged,97,0,0,Herpestes urva formosanus,Herpestes urva,85747,t0085747,Urva urva formosana,食蟹獴,85747,t0085747,Urva urva formosana,食蟹獴,coarse_10km 97,coarse_10km 97,crosswalk,
unchanged,94,0,0,Prinia inornata flavirostris,Prinia inornata,86151,t0086151,Prinia inornata flavirostris,褐頭鷦鶯,86151,t0086151,Prinia inornata flavirostris,褐頭鷦鶯,exact 94,exact 94,published,
unchanged,91,0,0,Japalura polygonata xanthostoma,Diploderma polygonatum,85581,t0085581,Diploderma polygonatum xanthostomum,黃口攀蜥,85581,t0085581,Diploderma polygonatum xanthostomum,黃口攀蜥,exact 91,exact 91,crosswalk,
unchanged,88,0,0,Acridotheres tristis tristis,Acridotheres tristis,85172,t0085172,Acridotheres tristis tristis,家八哥,85172,t0085172,Acridotheres tristis tristis,家八哥,exact 88,exact 88,published,
unchanged,80,0,0,Centropus bengalensis lignator,Centropus bengalensis,30221,t0030221,Centropus bengalensis lignator,番鵑,30221,t0030221,Centropus bengalensis lignator,番鵑,exact 80,exact 80,published,
unchanged,75,0,0,Cecropis striolata striolata,Cecropis striolata,85400,t0085400,Cecropis striolata striolata,赤腰燕,85400,t0085400,Cecropis striolata striolata,赤腰燕,exact 75,exact 75,published,
unchanged,72,0,0,Chalcophaps indica indica,Chalcophaps indica,30328,t0030328,Chalcophaps indica indica,翠翼鳩,30328,t0030328,Chalcophaps indica indica,翠翼鳩,exact 72,exact 72,published,
unchanged,71,0,0,Lepus sinensis formosus,Lepus sinensis,85835,t0085835,Lepus sinensis formosus,臺灣野兔,85835,t0085835,Lepus sinensis formosus,臺灣野兔,exact 71,exact 71,published,
unchanged,70,0,0,Dicrurus macrocercus harterti,Dicrurus macrocercus,85575,t0085575,Dicrurus macrocercus harterti,大卷尾,85575,t0085575,Dicrurus macrocercus harterti,大卷尾,exact 70,exact 70,published,
unchanged,67,0,0,Pseudoxenodon stejnegeri stejnegeri,Pseudoxenodon stejnegeri,100974,t0100974,Pseudoxenodon stejnegeri stejnegeri,史丹吉氏斜鱗蛇,100974,t0100974,Pseudoxenodon stejnegeri stejnegeri,史丹吉氏斜鱗蛇,exact 67,exact 67,published,
unchanged,66,0,0,Muntiacus reevesi micrurus,Muntiacus reevesi,85944,t0085944,Muntiacus reevesi micrurus,臺灣山羌,85944,t0085944,Muntiacus reevesi micrurus,臺灣山羌,exact 66,exact 66,published,
unchanged,65,0,0,Mustela sibirica taivana,Mustela sibirica,85950,t0085950,Mustela sibirica taivana,黃鼠狼,85950,t0085950,Mustela sibirica taivana,黃鼠狼,exact 65,exact 65,published,
unchanged,64,0,0,Mus caroli,Mus caroli,80708,t0080708,Mus formosanus,田鼷鼠,80708,t0080708,Mus formosanus,田鼷鼠,exact 64,exact 64,crosswalk,
unchanged,62,0,0,Accipiter trivirgatus formosae,Accipiter trivirgatus,57537,t0057537,Accipiter trivirgatus formosae,鳳頭蒼鷹,57537,t0057537,Accipiter trivirgatus formosae,鳳頭蒼鷹,coarse_10km 62,coarse_10km 62,published,
unchanged,55,0,0,Apus nipalensis kuntzi,Apus nipalensis,85274,t0085274,Apus nipalensis kuntzi,小雨燕,85274,t0085274,Apus nipalensis kuntzi,小雨燕,exact 55,exact 55,published,
unchanged,53,0,0,Mauremys mutica mutica,Mauremys mutica,102401,t0102401,Mauremys mutica mutica,柴棺龜,102401,t0102401,Mauremys mutica mutica,柴棺龜,coarse_10km 53,coarse_10km 53,published,
unchanged,52,0,0,Egretta garzetta garzetta,Egretta garzetta,28816,t0028816,Egretta garzetta garzetta,小白鷺,28816,t0028816,Egretta garzetta garzetta,小白鷺,exact 52,exact 52,published,
unchanged,51,0,0,Otus spilocephalus hambroecki,Otus spilocephalus,86033,t0086033,Otus spilocephalus hambroecki,黃嘴角鴞,86033,t0086033,Otus spilocephalus hambroecki,黃嘴角鴞,coarse_10km 51,coarse_10km 51,published,
unchanged,50,0,0,Alcedo atthis bengalensis,Alcedo atthis,85207,t0085207,Alcedo atthis bengalensis,翠鳥,85207,t0085207,Alcedo atthis bengalensis,翠鳥,exact 50,exact 50,published,
unchanged,49,0,0,Hirundo tahitica namiyei,Hirundo tahitica,85756,t0085756,Hirundo tahitica namiyei,洋燕,85756,t0085756,Hirundo tahitica namiyei,洋燕,exact 49,exact 49,published,
unchanged,42,0,0,Hypsipetes leucocephalus nigerrimus,Hypsipetes leucocephalus,85780,t0085780,Hypsipetes leucocephalus nigerrimus,紅嘴黑鵯,85780,t0085780,Hypsipetes leucocephalus nigerrimus,紅嘴黑鵯,exact 42,exact 42,published,
unchanged,41,0,0,Sinomicrurus hatori,Sinomicrurus hatori,32871,t0032871,Sinomicrurus sauteri,梭德氏帶紋赤蛇,32871,t0032871,Sinomicrurus sauteri,梭德氏帶紋赤蛇,coarse_10km 41,coarse_10km 41,crosswalk,
unchanged,37,0,0,Dendrocitta formosae formosae,Dendrocitta formosae,85559,t0085559,Dendrocitta formosae formosae,樹鵲,85559,t0085559,Dendrocitta formosae formosae,樹鵲,exact 37,exact 37,published,
unchanged,37,0,0,Hypothymis azurea oberholseri,Hypothymis azurea,29835,t0029835,Hypothymis azurea oberholseri,黑枕藍鶲,29835,t0029835,Hypothymis azurea oberholseri,黑枕藍鶲,exact 37,exact 37,published,
unchanged,36,0,0,Phoenicurus auroreus auroreus,Phoenicurus auroreus,86101,t0086101,Phoenicurus auroreus auroreus,黃尾鴝,86101,t0086101,Phoenicurus auroreus auroreus,黃尾鴝,exact 36,exact 36,published,
unchanged,35,0,0,Prinia flaviventris sonitans,Prinia flaviventris,32108,t0032108,Prinia flaviventris sonitans,灰頭鷦鶯,32108,t0032108,Prinia flaviventris sonitans,灰頭鷦鶯,exact 35,exact 35,published,
unchanged,34,0,0,Streptopelia orientalis orii,Streptopelia orientalis,86300,t0086300,Streptopelia orientalis orii,金背鳩,86300,t0086300,Streptopelia orientalis orii,金背鳩,exact 34,exact 34,published,
unchanged,34,0,0,Phasianus colchicus formosanus,Phasianus colchicus,86094,t0086094,Phasianus colchicus formosanus,環頸雉,86094,t0086094,Phasianus colchicus formosanus,環頸雉,coarse_10km 34,coarse_10km 34,published,
unchanged,34,0,0,Dicrurus macrocercus cathoecus,Dicrurus macrocercus,85574,t0085574,Dicrurus macrocercus cathoecus,大卷尾,85574,t0085574,Dicrurus macrocercus cathoecus,大卷尾,exact 34,exact 34,published,
unchanged,33,0,0,Dremomys pernyi owstoni,Dremomys pernyi,85590,t0085590,Dremomys pernyi owstoni,長吻松鼠,85590,t0085590,Dremomys pernyi owstoni,長吻松鼠,exact 33,exact 33,published,
unchanged,32,0,0,Rhabdophis tigrinus formosanus,Rhabdophis tigrinus,32460,t0032460,Rhabdophis formosanus,臺灣赤煉蛇,32460,t0032460,Rhabdophis formosanus,臺灣赤煉蛇,exact 32,exact 32,crosswalk,
unchanged,31,0,0,Cyanoderma ruficeps praecognitum,Stachyridopsis ruficeps,30810,t0030810,Cyanoderma ruficeps praecognitum,山紅頭,30810,t0030810,Cyanoderma ruficeps praecognitum,山紅頭,exact 31,exact 31,published,
unchanged,30,0,0,Rallina eurizonoides formosana,Rallina eurizonoides,86199,t0086199,Rallina eurizonoides formosana,灰腳秧雞,86199,t0086199,Rallina eurizonoides formosana,灰腳秧雞,exact 30,exact 30,published,
unchanged,29,0,0,Sinosuthora webbiana bulomacha,Sinosuthora webbiana,86251,t0086251,Sinosuthora webbiana bulomacha,粉紅鸚嘴,86251,t0086251,Sinosuthora webbiana bulomacha,粉紅鸚嘴,exact 29,exact 29,published,
unchanged,29,0,0,Enhydris plumbea,Hypsiscopus plumbea,29845,t0029845,Hypsiscopus wettsteini,韋氏水蛇,29845,t0029845,Hypsiscopus wettsteini,韋氏水蛇,suppressed 29,suppressed 29,crosswalk,
unchanged,27,0,0,Bubulcus ibis coromandus,Bubulcus coromandus,29968,t0029968,Bubulcus ibis coromandus,黃頭鷺,29968,t0029968,Bubulcus ibis coromandus,黃頭鷺,exact 27,exact 27,published,
unchanged,27,0,0,Manis pentadactyla pentadactyla,Manis pentadactyla,85879,t0085879,Manis pentadactyla pentadactyla,臺灣穿山甲,85879,t0085879,Manis pentadactyla pentadactyla,臺灣穿山甲,coarse_10km 27,coarse_10km 27,published,
unchanged,26,0,0,Riparia chinensis chinensis,Riparia chinensis,103448,t0103448,Riparia chinensis chinensis,棕沙燕,103448,t0103448,Riparia chinensis chinensis,棕沙燕,exact 26,exact 26,published,
unchanged,26,0,0,Lonchura striata swinhoei,Lonchura striata,27556,t0027556,Lonchura striata swinhoei,白腰文鳥,27556,t0027556,Lonchura striata swinhoei,白腰文鳥,exact 26,exact 26,published,
unchanged,26,0,0,Petaurista philippensis grandis,Petaurista philippensis,86086,t0086086,Petaurista grandis,大赤鼯鼠,86086,t0086086,Petaurista grandis,大赤鼯鼠,exact 26,exact 26,crosswalk,
unchanged,25,0,0,Trachemys scripta elegans,Trachemys scripta,33457,t0033457,Trachemys scripta elegans,紅耳泥龜,33457,t0033457,Trachemys scripta elegans,紅耳泥龜,exact 25,exact 25,published,
unchanged,24,0,0,Ardea cinerea jouyi,Ardea cinerea,85281,t0085281,Ardea cinerea jouyi,蒼鷺,85281,t0085281,Ardea cinerea jouyi,蒼鷺,exact 24,exact 24,published,
unchanged,24,0,0,Turdus chrysolaus chrysolaus,Turdus chrysolaus,86400,t0086400,Turdus chrysolaus chrysolaus,赤腹鶇,86400,t0086400,Turdus chrysolaus chrysolaus,赤腹鶇,exact 24,exact 24,published,
unchanged,23,0,0,Crocidura rapax kurodai,Crocidura rapax,85509,t0085509,Crocidura tadae,長尾麝鼩,85509,t0085509,Crocidura tadae,長尾麝鼩,exact 23,exact 23,crosswalk,
unchanged,23,0,0,Cinclidium leucurum montium,Myiomela leucura,85957,t0085957,Myiomela leucura montium,白尾鴝,85957,t0085957,Myiomela leucura montium,白尾鴝,coarse_10km 23,coarse_10km 23,crosswalk,
unchanged,22,0,0,Porzana fusca phaeopyga,Porzana fusca,86446,t0086446,Zapornia fusca erythrothorax,緋秧雞,86446,t0086446,Zapornia fusca erythrothorax,緋秧雞,exact 22,exact 22,crosswalk,
unchanged,21,0,0,Eptesicus serotinus horikawai,Eptesicus pachyomus,85642,t0085642,Cnephaeus pachyomus horikawai,堀川氏棕蝠,85642,t0085642,Cnephaeus pachyomus horikawai,堀川氏棕蝠,coarse_10km 21,coarse_10km 21,crosswalk,
unchanged,20,0,0,Viverricula indica taivana,Viverricula indica,86418,t0086418,Viverricula indica pallida,麝香貓,86418,t0086418,Viverricula indica pallida,麝香貓,coarse_10km 20,coarse_10km 20,crosswalk,
unchanged,19,0,0,Acridotheres cristatellus formosanus,Acridotheres cristatellus,85171,t0085171,Acridotheres cristatellus formosanus,八哥（臺灣）,85171,t0085171,Acridotheres cristatellus formosanus,八哥（臺灣）,coarse_10km 19,coarse_10km 19,published,
unchanged,18,0,0,Tachybaptus ruficollis philippensis,Tachybaptus ruficollis,86319,t0086319,Tachybaptus ruficollis poggei,小鸊鷉,86319,t0086319,Tachybaptus ruficollis poggei,小鸊鷉,exact 18,exact 18,crosswalk,
unchanged,17,0,0,Achalinus formosanus formosanus,Achalinus formosanus,102403,t0102403,Achalinus formosanus formosanus,臺灣標蛇,102403,t0102403,Achalinus formosanus formosanus,臺灣標蛇,exact 17,exact 17,published,
unchanged,16,0,0,Lanius cristatus lucionensis,Lanius cristatus,27308,t0027308,Lanius cristatus lucionensis,紅尾伯勞,27308,t0027308,Lanius cristatus lucionensis,紅尾伯勞,coarse_10km 16,coarse_10km 16,published,
unchanged,15,0,0,Motacilla alba leucopsis,Motacilla alba,103446,t0103446,Motacilla alba leucopsis,白鶺鴒,103446,t0103446,Motacilla alba leucopsis,白鶺鴒,exact 15,exact 15,published,
unchanged,15,0,0,Lanius schach formosae,Lanius schach,85117,t0085117,Lanius schach schach,棕背伯勞,85117,t0085117,Lanius schach schach,棕背伯勞,exact 15,exact 15,crosswalk,
unchanged,14,0,0,Lithobates catesbeianus,Lithobates catesbeianus,27518,t0027518,Aquarana catesbeiana,美洲牛蛙,27518,t0027518,Aquarana catesbeiana,美洲牛蛙,exact 14,exact 14,crosswalk,
unchanged,13,0,0,Motacilla cinerea cinerea,Motacilla cinerea,85939,t0085939,Motacilla cinerea cinerea,灰鶺鴒,85939,t0085939,Motacilla cinerea cinerea,灰鶺鴒,exact 13,exact 13,published,
unchanged,13,0,0,Upupa epops epops,Upupa epops,102553,t0102553,Upupa epops epops,,102553,t0102553,Upupa epops epops,,exact 13,exact 13,published,
unchanged,11,0,0,Pica pica serica,Pica pica,84390,t0084390,Pica serica,喜鵲,84390,t0084390,Pica serica,喜鵲,exact 11,exact 11,crosswalk,
unchanged,11,0,0,Treron sieboldii sororius,Treron sieboldii,86376,t0086376,Treron sieboldii sieboldii,綠鳩,86376,t0086376,Treron sieboldii sieboldii,綠鳩,exact 11,exact 11,crosswalk,
unchanged,11,0,0,Petaurista alborufus lena,Petaurista alborufus,86085,t0086085,Petaurista lena,白面鼯鼠,86085,t0086085,Petaurista lena,白面鼯鼠,exact 11,exact 11,crosswalk,
unchanged,11,0,0,Episoriculus fumidus,Episoriculus fumidus,28978,t0028978,Pseudosoriculus fumidus,臺灣長尾鼩,28978,t0028978,Pseudosoriculus fumidus,臺灣長尾鼩,exact 11,exact 11,crosswalk,
unchanged,11,0,0,Accipiter virgatus fuscipectus,Accipiter virgatus,57538,t0057538,Accipiter virgatus fuscipectus,松雀鷹,57538,t0057538,Accipiter virgatus fuscipectus,松雀鷹,coarse_10km 11,coarse_10km 11,published,
unchanged,10,0,0,Lutra lutra chinensis,Lutra lutra,85866,t0085866,Lutra lutra chinensis,水獺,85866,t0085866,Lutra lutra chinensis,水獺,coarse_10km 10,coarse_10km 10,published,
unchanged,10,0,0,Gallirallus striatus taiwanus,Gallirallus striatus,27446,t0027446,Lewinia striata taiwana,灰胸秧雞,27446,t0027446,Lewinia striata taiwana,灰胸秧雞,exact 10,exact 10,crosswalk,
unchanged,9,0,0,Calliope calliope calliope,Luscinia calliope,85366,t0085366,Calliope calliope calliope,野鴝(指名亞種),85366,t0085366,Calliope calliope calliope,野鴝(指名亞種),exact 9,exact 9,published,
unchanged,9,0,0,Alauda gulgula wattersi,Alauda gulgula,57607,t0057607,Alauda gulgula wattersi,小雲雀,57607,t0057607,Alauda gulgula wattersi,小雲雀,exact 9,exact 9,published,
unchanged,9,0,0,Mesophoyx intermedia intermedia,Egretta intermedia,72176,t0072176,Ardea intermedia,中白鷺,72176,t0072176,Ardea intermedia,中白鷺,exact 9,exact 9,crosswalk,
unchanged,9,0,0,Ardea alba modesta,Ardea modesta,85280,t0085280,Ardea alba modesta,大白鷺,85280,t0085280,Ardea alba modesta,大白鷺,exact 9,exact 9,published,
unchanged,8,0,0,Charadrius dubius curonicus,Charadrius dubius,85436,t0085436,Charadrius dubius curonicus,小環頸鴴,85436,t0085436,Charadrius dubius curonicus,小環頸鴴,exact 8,exact 8,published,
unchanged,8,0,0,Anas crecca crecca,Anas crecca,85236,t0085236,Anas crecca crecca,小水鴨,85236,t0085236,Anas crecca crecca,小水鴨,exact 8,exact 8,published,
unchanged,8,0,0,Hirundo rustica saturata,Hirundo rustica,85753,t0085753,Hirundo rustica mandschurica,家燕,85753,t0085753,Hirundo rustica mandschurica,家燕,exact 8,exact 8,crosswalk,
unchanged,8,0,0,Hirundo tahitica javanica,Hirundo tahitica,85755,t0085755,Hirundo tahitica javanica,洋燕,85755,t0085755,Hirundo tahitica javanica,洋燕,exact 8,exact 8,published,
unchanged,8,0,0,Takydromus kuehnei kuehnei,Takydromus kuehnei,102402,t0102402,Takydromus kuehnei kuehnei,古氏草蜥,102402,t0102402,Takydromus kuehnei kuehnei,古氏草蜥,exact 8,exact 8,published,
unchanged,8,0,0,Monticola solitarius philippensis,Monticola solitarius,28094,t0028094,Monticola solitarius philippensis,藍磯鶇,28094,t0028094,Monticola solitarius philippensis,藍磯鶇,exact 8,exact 8,published,
unchanged,8,0,0,Locustella ochotensis,Locustella ochotensis,97239,t0097239,Helopsaltes ochotensis,北蝗鶯,97239,t0097239,Helopsaltes ochotensis,北蝗鶯,exact 8,exact 8,crosswalk,
unchanged,7,0,0,Spizixos semitorques cinereicapillus,Spizixos semitorques,33003,t0033003,Spizixos semitorques cinereicapillus,白環鸚嘴鵯,33003,t0033003,Spizixos semitorques cinereicapillus,白環鸚嘴鵯,exact 7,exact 7,published,
unchanged,7,0,0,Corvus macrorhynchos colonorum,Corvus macrorhynchos,85499,t0085499,Corvus macrorhynchos colonorum,巨嘴鴉,85499,t0085499,Corvus macrorhynchos colonorum,巨嘴鴉,exact 7,exact 7,published,
unchanged,7,0,0,Glaucidium brodiei pardalotum,Glaucidium brodiei,85109,t0085109,Taenioptynx brodiei pardalotus,鵂鶹,85109,t0085109,Taenioptynx brodiei pardalotus,鵂鶹,coarse_10km 7,coarse_10km 7,crosswalk,
unchanged,6,0,0,Threskiornis aethiopicus aethiopicus,Threskiornis aethiopicus,86360,t0086360,Threskiornis aethiopicus aethiopicus,埃及聖䴉,86360,t0086360,Threskiornis aethiopicus aethiopicus,埃及聖䴉,exact 6,exact 6,published,
unchanged,6,0,0,Lonchura atricapilla formosana,Lonchura atricapilla,27553,t0027553,Lonchura atricapilla formosana,黑頭文鳥,27553,t0027553,Lonchura atricapilla formosana,黑頭文鳥,coarse_10km 6,coarse_10km 6,published,
unchanged,6,0,0,Monticola solitarius pandoo,Monticola solitarius,28093,t0028093,Monticola solitarius pandoo,藍磯鶇,28093,t0028093,Monticola solitarius pandoo,藍磯鶇,exact 6,exact 6,published,
unchanged,6,0,0,Halcyon coromanda major,Halcyon coromanda,85727,t0085727,Halcyon coromanda major,赤翡翠,85727,t0085727,Halcyon coromanda major,赤翡翠,exact 6,exact 6,published,
unchanged,6,0,0,Cervus nippon taiouanus,Cervus nippon,85426,t0085426,Cervus nippon taiouanus,臺灣梅花鹿,85426,t0085426,Cervus nippon taiouanus,臺灣梅花鹿,exact 6,exact 6,published,
unchanged,6,0,0,Crocidura shantungensis hosletti,Crocidura shantungensis,85512,t0085512,Crocidura shantungensis hosletti,小麝鼩,85512,t0085512,Crocidura shantungensis hosletti,小麝鼩,exact 6,exact 6,published,
unchanged,5,0,0,Calliope calliope,Luscinia calliope,97452,t0097452,Calliope calliope,野鴝,97452,t0097452,Calliope calliope,野鴝,exact 5,exact 5,published,
unchanged,5,0,0,Spilornis cheela hoya,Spilornis cheela,32992,t0032992,Spilornis cheela hoya,大冠鷲,32992,t0032992,Spilornis cheela hoya,大冠鷲,coarse_10km 5,coarse_10km 5,published,
unchanged,5,0,0,Emberiza spodocephala spodocephala,Emberiza spodocephala,28848,t0028848,Emberiza spodocephala spodocephala,灰頭黑臉鵐,28848,t0028848,Emberiza spodocephala spodocephala,灰頭黑臉鵐,exact 5,exact 5,published,
unchanged,5,0,0,Cisticola juncidis tinnabulans,Cisticola juncidis,85462,t0085462,Cisticola juncidis tinnabulans,棕扇尾鶯,85462,t0085462,Cisticola juncidis tinnabulans,棕扇尾鶯,exact 5,exact 5,published,
unchanged,5,0,0,Dendrocopos canicapillus kaleensis,Yungipicus canicapillus,103451,t0103451,Yungipicus canicapillus kaleensis,小啄木,103451,t0103451,Yungipicus canicapillus kaleensis,小啄木,exact 5,exact 5,crosswalk,
unchanged,5,0,0,Phoenicurus fuliginosus affinis,Rhyacornis fuliginosa,31833,t0031833,Phoenicurus fuliginosus affinis,鉛色水鶇,31833,t0031833,Phoenicurus fuliginosus affinis,鉛色水鶇,coarse_10km 5,coarse_10km 5,published,
